year,station,month,rainfall,stationindex,rain,sdrain,rainsd,period,rain3sd,latitude,longitude,_merge
2006,Ishurdi,7,233,14,1286,133.18188,271.94995,2004,164.60689,24.120001,89.040001,matched (3)
2006,Ishurdi,10,4,14,1286,133.18188,271.94995,2004,164.60689,24.120001,89.040001,matched (3)
2006,Ishurdi,5,213,14,1286,133.18188,271.94995,2004,164.60689,24.120001,89.040001,matched (3)
2006,Ishurdi,2,0,14,1286,133.18188,271.94995,2004,164.60689,24.120001,89.040001,matched (3)
2006,Ishurdi,8,244,14,1286,133.18188,271.94995,2004,164.60689,24.120001,89.040001,matched (3)
2006,Ishurdi,12,0,14,1286,133.18188,271.94995,2004,164.60689,24.120001,89.040001,matched (3)
2006,Ishurdi,6,199,14,1286,133.18188,271.94995,2004,164.60689,24.120001,89.040001,matched (3)
2006,Ishurdi,9,277,14,1286,133.18188,271.94995,2004,164.60689,24.120001,89.040001,matched (3)
2006,Ishurdi,11,40,14,1286,133.18188,271.94995,2004,164.60689,24.120001,89.040001,matched (3)
2006,Ishurdi,4,74,14,1286,133.18188,271.94995,2004,164.60689,24.120001,89.040001,matched (3)
2006,Ishurdi,3,2,14,1286,133.18188,271.94995,2004,164.60689,24.120001,89.040001,matched (3)
2007,Ishurdi,11,15,14,1573,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2007,Ishurdi,10,131,14,1573,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2007,Ishurdi,9,220,14,1573,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2007,Ishurdi,8,285,14,1573,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2007,Ishurdi,7,516,14,1573,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2007,Ishurdi,1,0,14,1573,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2007,Ishurdi,5,50,14,1573,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2007,Ishurdi,4,30,14,1573,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2007,Ishurdi,3,22,14,1573,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2007,Ishurdi,6,269,14,1573,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2007,Ishurdi,2,35,14,1573,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2007,Ishurdi,12,0,14,1573,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2008,Ishurdi,11,0,14,1304,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2008,Ishurdi,10,108,14,1304,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2008,Ishurdi,9,256,14,1304,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2008,Ishurdi,3,12,14,1304,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2008,Ishurdi,6,206,14,1304,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2008,Ishurdi,8,208,14,1304,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2008,Ishurdi,7,295,14,1304,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2008,Ishurdi,5,145,14,1304,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2008,Ishurdi,4,35,14,1304,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2008,Ishurdi,1,37,14,1304,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2008,Ishurdi,2,2,14,1304,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2008,Ishurdi,12,0,14,1304,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2009,Ishurdi,9,350,14,1292,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2009,Ishurdi,2,4,14,1292,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2009,Ishurdi,6,73,14,1292,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2009,Ishurdi,7,299,14,1292,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2009,Ishurdi,12,0,14,1292,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2009,Ishurdi,1,0,14,1292,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2009,Ishurdi,11,0,14,1292,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2009,Ishurdi,4,16,14,1292,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2009,Ishurdi,8,278,14,1292,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2009,Ishurdi,10,67,14,1292,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2009,Ishurdi,3,71,14,1292,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2009,Ishurdi,5,134,14,1292,133.18188,271.94995,2007,131.3564,24.120001,89.040001,matched (3)
2010,Ishurdi,6,163,14,894,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2010,Ishurdi,8,127,14,894,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2010,Ishurdi,10,105,14,894,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2010,Ishurdi,1,0,14,894,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2010,Ishurdi,3,0,14,894,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2010,Ishurdi,2,4,14,894,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2010,Ishurdi,12,63,14,894,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2010,Ishurdi,7,174,14,894,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2010,Ishurdi,11,3,14,894,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2010,Ishurdi,4,46,14,894,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2010,Ishurdi,9,109,14,894,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2010,Ishurdi,5,100,14,894,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2011,Ishurdi,3,30,14,1736,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2011,Ishurdi,8,645,14,1736,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2011,Ishurdi,1,4,14,1736,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2011,Ishurdi,2,1,14,1736,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2011,Ishurdi,4,96,14,1736,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2011,Ishurdi,5,155,14,1736,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2011,Ishurdi,11,0,14,1736,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2011,Ishurdi,12,0,14,1736,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2011,Ishurdi,6,253,14,1736,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2011,Ishurdi,10,2,14,1736,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2011,Ishurdi,7,289,14,1736,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2011,Ishurdi,9,261,14,1736,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2012,Ishurdi,7,215,14,1062,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2012,Ishurdi,9,178,14,1062,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2012,Ishurdi,8,97,14,1062,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2012,Ishurdi,2,0,14,1062,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2012,Ishurdi,5,69,14,1062,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2012,Ishurdi,1,12,14,1062,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2012,Ishurdi,6,177,14,1062,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2012,Ishurdi,4,51,14,1062,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2012,Ishurdi,10,157,14,1062,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2012,Ishurdi,3,5,14,1062,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2012,Ishurdi,11,86,14,1062,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2012,Ishurdi,12,15,14,1062,133.18188,271.94995,2010,126.22439,24.120001,89.040001,matched (3)
2013,Ishurdi,10,130,14,1129,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2013,Ishurdi,9,121,14,1129,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2013,Ishurdi,7,130,14,1129,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2013,Ishurdi,6,264,14,1129,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2013,Ishurdi,12,0,14,1129,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2013,Ishurdi,8,218,14,1129,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2013,Ishurdi,5,182,14,1129,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2013,Ishurdi,2,14,14,1129,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2013,Ishurdi,1,1,14,1129,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2013,Ishurdi,4,69,14,1129,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2013,Ishurdi,3,0,14,1129,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2013,Ishurdi,11,0,14,1129,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2014,Ishurdi,10,89,14,1440,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2014,Ishurdi,6,525,14,1440,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2014,Ishurdi,2,33,14,1440,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2014,Ishurdi,11,0,14,1440,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2014,Ishurdi,1,3,14,1440,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2014,Ishurdi,7,182,14,1440,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2014,Ishurdi,9,179,14,1440,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2014,Ishurdi,3,32,14,1440,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2014,Ishurdi,4,19,14,1440,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2014,Ishurdi,8,249,14,1440,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2014,Ishurdi,5,129,14,1440,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2014,Ishurdi,12,0,14,1440,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2015,Ishurdi,10,82,14,1584,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2015,Ishurdi,3,38,14,1584,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2015,Ishurdi,8,254,14,1584,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2015,Ishurdi,11,3,14,1584,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2015,Ishurdi,9,213,14,1584,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2015,Ishurdi,5,147,14,1584,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2015,Ishurdi,4,111,14,1584,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2015,Ishurdi,12,2,14,1584,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2015,Ishurdi,2,8,14,1584,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2015,Ishurdi,1,0,14,1584,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2015,Ishurdi,7,394,14,1584,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2015,Ishurdi,6,332,14,1584,133.18188,271.94995,2013,127.83967,24.120001,89.040001,matched (3)
2016,Ishurdi,10,42,14,1316,133.18188,271.94995,2016,114.31562,24.120001,89.040001,matched (3)
2016,Ishurdi,12,0,14,1316,133.18188,271.94995,2016,114.31562,24.120001,89.040001,matched (3)
2016,Ishurdi,8,132,14,1316,133.18188,271.94995,2016,114.31562,24.120001,89.040001,matched (3)
2016,Ishurdi,3,112,14,1316,133.18188,271.94995,2016,114.31562,24.120001,89.040001,matched (3)
2016,Ishurdi,11,2,14,1316,133.18188,271.94995,2016,114.31562,24.120001,89.040001,matched (3)
2016,Ishurdi,1,30,14,1316,133.18188,271.94995,2016,114.31562,24.120001,89.040001,matched (3)
2016,Ishurdi,7,240,14,1316,133.18188,271.94995,2016,114.31562,24.120001,89.040001,matched (3)
2016,Ishurdi,2,12,14,1316,133.18188,271.94995,2016,114.31562,24.120001,89.040001,matched (3)
2016,Ishurdi,9,381,14,1316,133.18188,271.94995,2016,114.31562,24.120001,89.040001,matched (3)
2016,Ishurdi,4,52,14,1316,133.18188,271.94995,2016,114.31562,24.120001,89.040001,matched (3)
2016,Ishurdi,6,136,14,1316,133.18188,271.94995,2016,114.31562,24.120001,89.040001,matched (3)
2016,Ishurdi,5,177,14,1316,133.18188,271.94995,2016,114.31562,24.120001,89.040001,matched (3)
2000,Jessore,6,209,15,1811,165.67905,315.46185,1998,174.6646,23.17,89.220001,matched (3)
2000,Jessore,2,19,15,1811,165.67905,315.46185,1998,174.6646,23.17,89.220001,matched (3)
2000,Jessore,7,486,15,1811,165.67905,315.46185,1998,174.6646,23.17,89.220001,matched (3)
2000,Jessore,11,0,15,1811,165.67905,315.46185,1998,174.6646,23.17,89.220001,matched (3)
2000,Jessore,4,74,15,1811,165.67905,315.46185,1998,174.6646,23.17,89.220001,matched (3)
2000,Jessore,12,0,15,1811,165.67905,315.46185,1998,174.6646,23.17,89.220001,matched (3)
2000,Jessore,1,1,15,1811,165.67905,315.46185,1998,174.6646,23.17,89.220001,matched (3)
2000,Jessore,5,164,15,1811,165.67905,315.46185,1998,174.6646,23.17,89.220001,matched (3)
2000,Jessore,3,7,15,1811,165.67905,315.46185,1998,174.6646,23.17,89.220001,matched (3)
2000,Jessore,9,467,15,1811,165.67905,315.46185,1998,174.6646,23.17,89.220001,matched (3)
2000,Jessore,8,239,15,1811,165.67905,315.46185,1998,174.6646,23.17,89.220001,matched (3)
2000,Jessore,10,145,15,1811,165.67905,315.46185,1998,174.6646,23.17,89.220001,matched (3)
2001,Jessore,1,0,15,1457,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2001,Jessore,2,0,15,1457,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2001,Jessore,12,0,15,1457,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2001,Jessore,7,163,15,1457,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2001,Jessore,9,137,15,1457,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2001,Jessore,5,317,15,1457,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2001,Jessore,6,498,15,1457,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2001,Jessore,8,109,15,1457,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2001,Jessore,11,14,15,1457,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2001,Jessore,4,29,15,1457,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2001,Jessore,10,134,15,1457,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2001,Jessore,3,56,15,1457,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2002,Jessore,11,112,15,2120,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2002,Jessore,1,18,15,2120,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2002,Jessore,7,524,15,2120,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2002,Jessore,2,0,15,2120,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2002,Jessore,3,22,15,2120,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2002,Jessore,8,231,15,2120,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2002,Jessore,6,535,15,2120,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2002,Jessore,10,32,15,2120,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2002,Jessore,9,221,15,2120,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2002,Jessore,12,0,15,2120,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2002,Jessore,5,264,15,2120,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2002,Jessore,4,161,15,2120,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2003,Jessore,8,177,15,1892,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2003,Jessore,5,72,15,1892,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2003,Jessore,6,404,15,1892,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2003,Jessore,7,427,15,1892,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2003,Jessore,4,49,15,1892,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2003,Jessore,11,0,15,1892,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2003,Jessore,12,25,15,1892,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2003,Jessore,3,119,15,1892,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2003,Jessore,9,148,15,1892,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2003,Jessore,2,5,15,1892,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2003,Jessore,1,0,15,1892,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2003,Jessore,10,466,15,1892,165.67905,315.46185,2001,169.73381,23.17,89.220001,matched (3)
2004,Jessore,12,0,15,2444,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2004,Jessore,9,917,15,2444,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2004,Jessore,5,138,15,2444,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2004,Jessore,2,0,15,2444,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2004,Jessore,1,3,15,2444,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2004,Jessore,6,305,15,2444,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2004,Jessore,11,0,15,2444,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2004,Jessore,3,9,15,2444,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2004,Jessore,7,398,15,2444,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2004,Jessore,8,347,15,2444,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2004,Jessore,10,257,15,2444,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2004,Jessore,4,70,15,2444,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2005,Jessore,7,546,15,1678,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2005,Jessore,4,31,15,1678,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2005,Jessore,6,141,15,1678,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2005,Jessore,9,194,15,1678,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2005,Jessore,11,2,15,1678,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2005,Jessore,12,0,15,1678,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2005,Jessore,1,33,15,1678,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2005,Jessore,3,129,15,1678,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2005,Jessore,5,59,15,1678,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2005,Jessore,2,16,15,1678,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2005,Jessore,10,412,15,1678,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2005,Jessore,8,115,15,1678,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2006,Jessore,4,52,15,1769,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2006,Jessore,11,13,15,1769,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2006,Jessore,3,1,15,1769,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2006,Jessore,1,0,15,1769,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2006,Jessore,5,302,15,1769,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2006,Jessore,2,0,15,1769,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2006,Jessore,6,214,15,1769,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2006,Jessore,8,316,15,1769,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2006,Jessore,7,455,15,1769,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2006,Jessore,10,16,15,1769,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2006,Jessore,12,0,15,1769,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2006,Jessore,9,400,15,1769,165.67905,315.46185,2004,207.4924,23.17,89.220001,matched (3)
2007,Jessore,2,66,15,2119,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2007,Jessore,10,116,15,2119,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2007,Jessore,5,159,15,2119,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2007,Jessore,4,62,15,2119,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2007,Jessore,11,113,15,2119,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2007,Jessore,7,735,15,2119,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2007,Jessore,3,21,15,2119,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2007,Jessore,1,0,15,2119,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2007,Jessore,9,259,15,2119,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2007,Jessore,8,299,15,2119,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2007,Jessore,6,289,15,2119,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2007,Jessore,12,0,15,2119,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2008,Jessore,7,459,15,1888,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2008,Jessore,1,70,15,1888,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2008,Jessore,11,0,15,1888,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2008,Jessore,3,37,15,1888,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2008,Jessore,6,242,15,1888,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2008,Jessore,8,204,15,1888,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2008,Jessore,9,415,15,1888,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2008,Jessore,5,208,15,1888,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2008,Jessore,2,35,15,1888,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2008,Jessore,4,39,15,1888,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2008,Jessore,12,0,15,1888,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2008,Jessore,10,179,15,1888,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2009,Jessore,7,369,15,1668,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2009,Jessore,12,1,15,1668,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2009,Jessore,8,386,15,1668,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2009,Jessore,11,1,15,1668,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2009,Jessore,6,169,15,1668,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2009,Jessore,9,438,15,1668,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2009,Jessore,5,170,15,1668,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2009,Jessore,10,94,15,1668,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2009,Jessore,1,0,15,1668,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2009,Jessore,2,7,15,1668,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2009,Jessore,4,0,15,1668,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2009,Jessore,3,33,15,1668,165.67905,315.46185,2007,173.83229,23.17,89.220001,matched (3)
2010,Jessore,2,8,15,1380,165.67905,315.46185,2010,118.4544,23.17,89.220001,matched (3)
2010,Jessore,9,186,15,1380,165.67905,315.46185,2010,118.4544,23.17,89.220001,matched (3)
2010,Jessore,4,37,15,1380,165.67905,315.46185,2010,118.4544,23.17,89.220001,matched (3)
2010,Jessore,12,32,15,1380,165.67905,315.46185,2010,118.4544,23.17,89.220001,matched (3)
2010,Jessore,8,232,15,1380,165.67905,315.46185,2010,118.4544,23.17,89.220001,matched (3)
2010,Jessore,11,4,15,1380,165.67905,315.46185,2010,118.4544,23.17,89.220001,matched (3)
2010,Jessore,3,11,15,1380,165.67905,315.46185,2010,118.4544,23.17,89.220001,matched (3)
2010,Jessore,1,0,15,1380,165.67905,315.46185,2010,118.4544,23.17,89.220001,matched (3)
2010,Jessore,5,264,15,1380,165.67905,315.46185,2010,118.4544,23.17,89.220001,matched (3)
2010,Jessore,7,155,15,1380,165.67905,315.46185,2010,118.4544,23.17,89.220001,matched (3)
2010,Jessore,10,122,15,1380,165.67905,315.46185,2010,118.4544,23.17,89.220001,matched (3)
2010,Jessore,6,329,15,1380,165.67905,315.46185,2010,118.4544,23.17,89.220001,matched (3)
2011,Jessore,1,0,15,1361,165.67905,315.46185,2010,118.4544,23.17,89.220001,matched (3)
2011,Jessore,2,0,15,1361,165.67905,315.46185,2010,118.4544,23.17,89.220001,matched (3)
2011,Jessore,4,33,15,1361,165.67905,315.46185,2010,118.4544,23.17,89.220001,matched (3)
2011,Jessore,6,314,15,1361,165.67905,315.46185,2010,118.4544,23.17,89.220001,matched (3)
2011,Jessore,10,18,15,1361,165.67905,315.46185,2010,118.4544,23.17,89.220001,matched (3)
2011,Jessore,3,34,15,1361,165.67905,315.46185,2010,118.4544,23.17,89.220001,matched (3)
2011,Jessore,8,306,15,1361,165.67905,315.46185,2010,118.4544,23.17,89.220001,matched (3)
2011,Jessore,7,296,15,1361,165.67905,315.46185,2010,118.4544,23.17,89.220001,matched (3)
